City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
126,ermoupolis,37.4423,24.9425,297.54,60,0,6.17,GR,1685958544
127,college,64.8569,-147.8028,284.12,74,40,2.06,US,1685958544
128,odacho-oda,35.1833,132.5,295.58,83,100,3.16,JP,1685958544
129,hasaki,35.7333,140.8333,298.27,73,98,4.59,JP,1685958544
130,chai badan,15.2,101.1333,305.62,54,100,3.62,TH,1685958544
131,tateyama,34.9833,139.8667,294.44,75,100,2.2,JP,1685958545
132,verkhnevilyuysk,63.4453,120.3167,279.16,84,100,3.0,RU,1685958545
133,uturoa,-16.7333,-151.4333,299.46,73,37,5.01,PF,1685958545
134,kalabo,-14.97,22.6814,303.38,17,0,3.14,ZM,1685958545
135,mount isa,-20.7333,139.5,293.02,60,45,0.0,AU,1685958545
136,puerto aysen,-45.4,-72.7,278.76,100,100,1.14,CL,1685958546
137,petauke,-14.2426,31.3253,301.95,27,0,2.39,ZM,1685958546
138,bhamo,24.2667,97.2333,311.47,33,50,1.63,MM,1685958547
139,alice springs,-23.7,133.8833,293.9,43,75,0.0,AU,1685958547
140,porto velho,-8.7619,-63.9039,297.18,94,20,0.0,BR,1685958343
141,meiktila,20.8667,95.8667,307.66,43,92,3.34,MM,1685958547
142,la foa,-21.7108,165.8276,294.95,77,100,3.5,NC,1685958547
143,khandyga,62.6667,135.6,292.31,51,95,2.18,RU,1685958548
144,trstenik,43.6169,21.0025,296.38,66,100,2.97,RS,1685958548
145,longyearbyen,78.2186,15.6401,276.06,65,20,2.06,SJ,1685958548
146,baruun-urt,46.6806,113.2792,293.93,24,62,7.27,MN,1685958548
147,hermanus,-34.4187,19.2345,288.04,56,100,3.53,ZA,1685958548
148,kaedi,16.1465,-13.5047,307.68,19,90,5.68,MR,1685958549
149,port shepstone,-30.7414,30.455,292.95,46,0,8.45,ZA,1685958282
150,tsengel,49.4783,100.8894,294.46,35,96,3.88,MN,1685958549
151,aldan,58.6031,125.3894,282.58,64,96,4.42,RU,1685958549
152,karibib,-21.9333,15.8333,296.93,6,0,2.96,NA,1685958550
153,san antonio de pale,-1.4014,5.6325,298.82,86,99,5.78,GQ,1685958550
154,gadzhiyevo,69.2551,33.3362,276.36,93,100,10.26,RU,1685958550
155,gaiman,-43.2897,-65.4929,283.16,35,100,7.41,AR,1685958550
156,castillos,-34.1667,-53.8333,281.04,80,2,2.4,UY,1685958551
157,kailua-kona,19.6406,-155.9956,296.13,88,100,2.68,US,1685958551
158,tanumah,27.1,44.1333,310.66,14,70,3.66,SA,1685958551
159,puyang chengguanzhen,35.7028,115.0053,302.69,35,100,3.74,CN,1685958551
160,yoloten,37.2989,62.3597,312.53,7,0,5.56,TM,1685958551
161,caburan,5.9181,125.6411,301.13,82,98,3.81,PH,1685958552
162,kone,-21.0595,164.8658,294.37,76,100,1.89,NC,1685958552
163,ebon,4.582,168.6964,302.1,75,74,4.5,MH,1685958552
164,fort william,56.8165,-5.1121,290.06,55,29,0.31,GB,1685958517
165,tralee,52.2704,-9.7026,292.29,52,0,2.06,IE,1685958553
166,samho-rodongjagu,39.9475,127.8711,295.75,61,24,7.86,KP,1685958553
167,general acha,-37.377,-64.6043,280.31,34,93,4.45,AR,1685958553
168,namibe,-15.1961,12.1522,297.65,49,0,3.87,AO,1685958553
169,taunggyi,20.7833,97.0333,297.87,67,57,1.55,MM,1685958553
170,port elizabeth,-33.918,25.5701,290.98,46,0,10.8,ZA,1685958256
171,mhamid,29.82,-5.72,304.02,24,4,8.26,MA,1685958554
172,tianpeng,30.9866,103.9393,302.41,63,93,1.44,CN,1685958554
173,lerwick,60.1545,-1.1494,283.15,71,100,5.1,GB,1685958555
174,izazi,-7.2,35.7333,305.74,31,34,1.47,TZ,1685958555
175,bamboo flat,11.7,92.7167,304.2,74,40,5.14,IN,1685958555
176,happy valley-goose bay,53.3168,-60.3315,282.32,61,20,3.09,CA,1685958555
177,acajutla,13.5928,-89.8275,300.07,83,95,1.4,SV,1685958556
178,nago,26.5881,127.9761,300.39,76,94,2.87,JP,1685958556
179,muynoq,43.7683,59.0214,308.77,11,0,5.32,UZ,1685958556
180,cockburn town,21.4612,-71.1419,300.97,78,8,3.14,TC,1685958556
181,motueka,-41.1333,173.0167,280.43,77,0,2.51,NZ,1685958557
182,alto piquiri,-24.0281,-53.4406,286.4,90,13,2.0,BR,1685958557
183,buta,2.7858,24.73,304.16,51,55,2.24,CD,1685958557
184,lipljan,42.5217,21.1258,296.31,68,20,2.57,XK,1685958557
185,bahua,25.85,80.6333,313.19,18,60,3.63,IN,1685958557
186,ertil',51.8406,40.8056,289.25,52,46,3.23,RU,1685958558
187,cole harbour,44.6724,-63.4751,281.81,94,100,8.75,CA,1685958558
188,avarua,-21.2078,-159.775,295.18,73,75,2.06,CK,1685958558
189,nangong,37.3581,115.3744,306.48,19,73,6.23,CN,1685958558
190,villaguay,-31.8653,-59.0269,281.64,75,51,3.36,AR,1685958558
191,puqi,29.7167,113.8833,294.54,88,100,3.02,CN,1685958559
192,halifax,44.6453,-63.5724,282.09,95,100,8.75,CA,1685957967
193,palmares do sul,-30.2578,-50.5097,291.1,90,100,5.26,BR,1685958559
194,yuzhno-kurilsk,44.0306,145.8556,281.07,84,18,0.98,RU,1685958559
195,bam,29.106,58.357,311.76,10,83,4.43,IR,1685958560
196,taki,22.5861,88.9214,312.12,43,34,7.84,IN,1685958560
197,itoman,26.1247,127.6694,300.36,77,75,5.14,JP,1685958560
198,boa vista,2.8197,-60.6733,298.14,88,75,0.51,BR,1685958560
199,santa vitoria do palmar,-33.5189,-53.3681,281.68,84,3,2.31,BR,1685958561
200,pavlovka,52.6897,47.1405,291.74,41,55,3.24,RU,1685958561
201,zhanaozen,43.3,52.8,306.59,28,48,5.85,KZ,1685958561
202,luderitz,-26.6481,15.1594,292.37,41,0,1.11,NA,1685958561
203,fale old settlement,-9.3852,-171.2468,301.4,77,37,7.31,TK,1685958561
204,johi,26.6921,67.6133,316.47,17,3,2.84,PK,1685958562
205,bontang,0.1333,117.5,300.59,82,24,1.34,ID,1685958562
206,fort bragg,35.139,-79.006,288.61,80,40,0.0,US,1685958562
207,hadibu,12.65,54.0333,304.07,67,86,1.76,YE,1685958562
208,udachny,66.4167,112.4,277.29,64,100,6.62,RU,1685958563
209,adi keyh,14.8444,39.3772,296.29,36,53,4.48,ER,1685958563
210,aasiaat,68.7098,-52.8699,270.9,77,55,1.84,GL,1685958563
211,cox's bazar,21.4532,91.9798,304.14,71,99,5.38,BD,1685958563
212,yerofey pavlovich,53.9667,121.9667,283.66,73,100,4.32,RU,1685958564
213,vila velha,-20.3297,-40.2925,290.34,92,0,1.03,BR,1685958564
214,fratesti,43.9667,25.9667,296.9,31,17,4.65,RO,1685958564
215,minas de marcona,-15.2119,-75.1103,285.6,88,61,4.91,PE,1685958564
216,orsa,54.5153,30.4053,289.52,57,39,5.28,BY,1685958326
217,turinsk,58.0458,63.696,298.72,45,57,4.02,RU,1685958565
218,villa dolores,-31.9459,-65.1896,285.19,72,97,1.59,AR,1685958565
219,caldwell,43.6629,-116.6874,291.57,72,0,2.06,US,1685958566
220,atafu village,-8.5421,-172.5159,301.6,78,87,6.82,TK,1685958566
221,alofi,-19.0595,-169.9187,297.29,71,100,8.83,NU,1685958566
222,papatowai,-46.5619,169.4708,281.29,85,100,1.34,NZ,1685958566
223,janeng,-25.4167,25.55,288.95,20,0,3.71,BW,1685958566
224,qamdo,31.1667,97.2333,289.37,21,20,5.2,CN,1685958567
225,thika,-1.0333,37.0693,297.21,46,72,1.96,KE,1685958567
226,douz,33.4663,9.0203,299.76,51,78,10.52,TN,1685958567
227,remire-montjoly,4.9167,-52.2667,296.17,100,100,0.0,GF,1685958567
228,nobeoka,32.5833,131.6667,294.26,64,100,1.26,JP,1685958567
229,chegdomyn,51.1167,133.0167,287.52,74,88,0.84,RU,1685958568
230,tazovsky,67.4667,78.7,285.76,65,99,4.05,RU,1685958291
231,ebaye,8.7748,167.7392,301.16,83,40,7.2,MH,1685958568
232,sovetskiy,61.3614,63.5842,294.52,22,44,5.02,RU,1685958568
233,baracatan,6.9675,125.4158,300.46,88,80,1.13,PH,1685958569
234,umm kaddadah,13.6017,26.6876,306.24,34,99,2.32,SD,1685958569
235,dhariwal,31.9542,75.3192,312.52,14,67,3.21,IN,1685958569
236,codrington,-38.2667,141.9667,287.99,75,100,7.34,AU,1685958569
237,marsh harbour,26.5412,-77.0636,299.1,75,0,4.54,BS,1685958569
238,quelimane,-17.8786,36.8883,304.12,48,0,5.36,MZ,1685958569
239,belyy yar,53.6039,91.3903,304.09,25,0,3.0,RU,1685958570
240,great falls,47.5002,-111.3008,289.81,82,0,3.6,US,1685958570
241,sisimiut,66.9395,-53.6735,272.6,75,57,2.34,GL,1685958570
242,namdrik,5.5994,168.1028,301.71,77,76,4.57,MH,1685958570
243,rasht,37.2808,49.5832,302.05,65,40,2.06,IR,1685958412
244,marsala,37.7966,12.4352,292.12,100,40,3.09,IT,1685958571
245,serowe,-22.3833,26.7167,301.12,21,0,3.2,BW,1685958571
246,polyarnyy,69.1989,33.4478,276.38,94,100,10.32,RU,1685958415
247,svetlyy,54.675,20.1347,290.18,43,0,0.42,RU,1685958571
248,baoying,33.2292,119.3092,290.31,93,100,2.08,CN,1685958572
249,niafunke,15.9322,-3.9906,309.01,31,100,4.76,ML,1685958572
250,aswan,24.0934,32.907,314.76,13,0,5.14,EG,1685958423
251,phan rang-thap cham,11.5667,108.9833,300.24,83,96,0.83,VN,1685958572
252,san rafael del sur,11.8485,-86.4384,298.45,86,99,0.49,NI,1685958572
253,arkhangel'sk,64.5401,40.5433,283.57,77,100,4.81,RU,1685958458
254,mirnyy,62.5353,113.9611,287.17,30,100,3.13,RU,1685958573
255,sharan,54.8167,54.0,291.62,42,19,3.8,RU,1685958573
256,nioki,-2.7167,17.6833,304.75,52,79,1.4,CD,1685958422
257,ponta delgada,37.7333,-25.6667,293.55,83,20,2.06,PT,1685958574
258,port saint john's,-31.6229,29.5448,293.31,36,2,7.01,ZA,1685958574
259,nadym,65.5333,72.5167,295.89,53,44,5.36,RU,1685958574
260,brandon,27.9378,-82.2859,295.53,94,0,2.06,US,1685958574
261,zhoushan,30.0108,122.2047,295.42,98,90,2.98,CN,1685958575
262,ghat,24.9647,10.1728,309.87,8,0,3.85,LY,1685958575
263,cabo san lucas,22.8909,-109.9124,296.21,57,7,0.89,MX,1685958575
264,acarau,-2.8856,-40.12,297.83,87,94,4.43,BR,1685958575
265,oriximina,-1.7656,-55.8661,296.05,95,25,1.2,BR,1685958576
266,antonio enes,-16.2325,39.9086,302.09,58,2,5.71,MZ,1685958576
267,buka,40.8108,69.1986,310.55,8,4,3.15,UZ,1685958576
268,kapuskasing,49.4169,-82.4331,286.2,88,100,4.12,CA,1685958576
269,weno,7.4515,151.8468,302.12,84,75,2.57,FM,1685958577
270,kimbe,-5.5502,150.1429,298.84,90,57,1.3,PG,1685958577
271,valle de la pascua,9.2155,-66.0073,296.29,91,96,1.75,VE,1685958577
272,masterton,-40.9597,175.6575,281.47,82,97,3.21,NZ,1685958577
273,malango,-2.9627,119.9001,294.29,97,89,0.67,ID,1685958577
274,linfen,36.0889,111.5189,301.92,35,63,3.9,CN,1685958578
275,shendi,16.6915,33.4341,314.17,17,9,4.33,SD,1685958327
276,akureyri,65.6835,-18.0878,286.11,47,75,2.06,IS,1685958578
277,duba,27.3513,35.6901,305.34,51,0,4.2,SA,1685958578
278,ungsang-nodongjagu,42.3578,130.4622,288.57,80,97,5.05,KP,1685958579
279,capbreton,43.6422,-1.4282,297.25,97,34,2.53,FR,1685958017
280,khovd,48.0056,91.6419,297.16,21,4,4.8,MN,1685958579
281,popondetta,-8.7537,148.2534,297.4,90,92,0.84,PG,1685958579
282,rio gallegos,-51.6226,-69.2181,278.18,81,75,10.29,AR,1685958579
283,nagqu,31.5,92.0,287.68,24,99,8.02,CN,1685958580
284,makubetsu,45.3714,141.8211,287.99,63,20,4.63,JP,1685958580
285,bubaque,11.2833,-15.8333,300.5,71,79,4.18,GW,1685958580
286,pisco,-13.7,-76.2167,293.18,77,100,0.51,PE,1685958580
287,sungai raya,0.7,108.9,300.61,85,94,3.34,ID,1685958580
288,new norfolk,-42.7826,147.0587,284.87,82,100,1.37,AU,1685958581
289,coronel suarez,-37.4547,-61.9334,277.42,42,93,2.78,AR,1685958581
290,san juan bautista,-14.0108,-75.7358,289.62,83,0,0.95,PE,1685958581
291,khanty-mansiysk,61.0042,69.0019,301.21,39,0,5.0,RU,1685958478
292,hami,42.8,93.45,302.64,13,39,2.84,CN,1685958582
293,nuku'alofa,-21.1333,-175.2,293.34,88,20,2.57,TO,1685958582
294,mahibadhoo,3.7833,72.9667,301.45,78,100,7.37,MV,1685958582
295,ilhabela,-23.7781,-45.3581,291.98,73,4,1.72,BR,1685958582
296,tyul'gan,52.3405,56.166,300.25,41,37,3.65,RU,1685958582
297,belmonte,-15.8631,-38.8828,295.31,71,28,2.26,BR,1685958583
298,key west,24.5557,-81.7826,301.48,78,0,2.57,US,1685958583
299,san julian,21.0167,-102.1667,288.54,30,62,0.73,MX,1685958583
300,lazaro cardenas,17.9583,-102.2,299.22,82,100,1.71,MX,1685958583
301,wotho,10.1657,166.0102,301.31,78,81,4.03,MH,1685958584
302,whakatane,-37.9585,176.9854,286.77,85,100,1.34,NZ,1685958584
303,cabedelo,-6.9811,-34.8339,296.52,76,66,6.22,BR,1685958584
304,benguela,-12.5763,13.4055,297.76,75,22,3.45,AO,1685958584
305,marica,-22.9194,-42.8186,292.1,79,0,1.71,BR,1685958584
306,mirny,62.5353,113.9611,287.17,30,100,3.13,RU,1685958573
307,fortuna,40.5982,-124.1573,283.34,95,20,1.34,US,1685958585
308,puerto armuelles,8.2833,-82.8667,299.91,96,100,0.19,PA,1685958585
309,burao,9.5221,45.5336,303.29,38,99,6.59,SO,1685958585
310,barah,13.7,30.3667,310.55,26,56,2.24,SD,1685958586
311,newnham,-41.3833,147.1333,284.99,81,100,3.09,AU,1685958586
312,wewak,-3.5534,143.6268,300.63,85,34,3.85,PG,1685958586
313,zhangjiakou,40.81,114.8794,300.88,20,81,6.47,CN,1685958586
314,taranagar,28.6709,75.0351,311.61,21,1,3.17,IN,1685958587
315,thompson,55.7435,-97.8558,288.24,77,100,2.57,CA,1685958587
316,pucheng,27.9233,118.5333,297.99,95,95,1.43,CN,1685958587
317,port augusta,-32.5,137.7667,291.74,55,99,4.41,AU,1685958588
318,vicuna,-30.0319,-70.7081,280.0,23,95,0.74,CL,1685958588
319,montepuez,-13.1256,38.9997,300.46,43,33,4.02,MZ,1685958588
320,freetown,8.484,-13.2299,299.99,89,75,2.57,SL,1685958381
321,gilgit,35.9221,74.3087,297.57,28,88,1.45,PK,1685958588
322,gaspe,48.8334,-64.4819,280.1,93,100,0.0,CA,1685958589
323,fuglafjordur,62.244,-6.814,283.41,68,91,6.66,FO,1685958589
324,lubang,13.8584,120.124,302.61,73,92,3.86,PH,1685958589
325,kansanshi,-12.0951,26.4273,299.71,29,14,2.62,ZM,1685958589
326,poronaysk,49.2167,143.1167,283.56,69,65,4.05,RU,1685958590
327,faya-largeau,17.9257,19.1043,316.34,10,8,5.03,TD,1685958590
328,bopolu,7.0667,-10.4875,299.43,88,100,0.71,LR,1685958590
329,kathmandu,27.7167,85.3167,300.27,47,75,2.06,NP,1685958590
330,khartoum,15.5518,32.5324,311.95,23,35,2.74,SD,1685958569
331,nemuro,43.3236,145.575,283.06,84,29,2.59,JP,1685958591
332,kuytun,54.3419,101.5036,294.87,49,100,2.32,RU,1685958591
333,labytnangi,66.6572,66.4183,287.08,71,92,7.09,RU,1685958591
334,ketchikan,55.3422,-131.6461,282.41,93,100,2.57,US,1685958591
335,pingzhuang,42.0372,119.2889,300.11,16,65,5.06,CN,1685958591
336,den helder,52.9599,4.7593,290.36,70,100,3.6,NL,1685958592
337,playa del ingles,27.7567,-15.5787,297.01,79,100,1.34,ES,1685958399
338,lompoc,34.6391,-120.4579,289.14,88,100,3.13,US,1685958592
339,mount gambier,-37.8333,140.7667,287.04,83,94,4.87,AU,1685958592
340,soc trang,9.6033,105.98,305.97,52,94,7.33,VN,1685958593
341,pangkalanbuun,-2.6833,111.6167,299.18,90,94,1.37,ID,1685958593
342,pervomayskoye,43.919,46.7102,304.39,36,4,4.32,RU,1685958593
343,angaur state,6.906,134.13,301.57,78,98,6.47,PW,1685958593
344,goondiwindi,-28.55,150.3167,289.92,63,100,7.19,AU,1685958593
345,ovalle,-30.5983,-71.2003,288.48,60,94,0.68,CL,1685958594
